,Pennsylvania,forecast,interval_low,interval_high
2020-05-13,180.0,181.11961146763392,138.48431396484375,201.56626892089844
2020-05-14,194.0,187.82622855050224,161.92550659179688,199.83981323242188
2020-05-15,134.0,148.76116725376673,141.62081909179688,168.9369354248047
2020-05-16,58.0,87.9324972970145,65.78756713867188,104.62492370605469
2020-05-17,15.0,43.23528439658029,14.271622657775879,56.69717025756836
2020-05-18,20.0,37.086529050554546,22.775920867919922,49.296077728271484
2020-05-19,113.0,67.47971289498466,53.21556091308594,78.65522766113281
2020-05-20,142.0,118.3333271571568,107.66455841064453,145.99314880371094
2020-05-21,99.0,148.09102957589286,137.7105712890625,161.5428466796875
2020-05-22,141.0,134.61644635881697,113.52674865722656,147.5411376953125
2020-05-23,102.0,92.73790631975446,83.39458465576172,102.7150650024414
2020-05-24,24.0,54.3664425441197,42.85838317871094,67.5233383178711
2020-05-25,10.0,44.723832266671316,32.109683990478516,61.15121841430664
2020-05-26,17.0,67.01363154820034,58.32381820678711,82.18681335449219
2020-05-27,102.0,95.52078029087612,88.44635009765625,106.80870819091797
2020-05-28,108.0,114.46530260358539,106.7469711303711,118.29736328125
2020-05-29,91.0,117.56702423095703,111.39472198486328,124.86900329589844
2020-05-30,73.0,95.66287122453961,87.17329406738281,109.71192932128906
2020-05-31,18.0,61.15638242449079,52.57007598876953,70.36837768554688
2020-06-01,12.0,38.62194088527134,30.727941513061523,45.036231994628906
2020-06-02,100.0,40.66243689400809,30.018543243408203,52.70513153076172
2020-06-03,75.0,66.51152801513672,53.31365203857422,104.22048950195312
2020-06-04,90.0,89.04362487792969,78.05262756347656,107.88007354736328
2020-06-05,66.0,91.1632559640067,84.01402282714844,98.01558685302734
2020-06-06,33.0,74.2869873046875,65.04818725585938,83.16959381103516
2020-06-07,12.0,52.09672001429966,44.133155822753906,59.447418212890625
2020-06-08,10.0,45.44126401628767,40.62446212768555,50.59296417236328
2020-06-09,61.0,59.05914742606027,50.290428161621094,73.84091186523438
2020-06-10,48.0,74.21197618756976,67.3873519897461,88.55766296386719
2020-06-11,51.0,79.79379163469586,75.0979232788086,83.3465805053711
2020-06-12,49.0,69.85992813110352,58.406803131103516,78.60382080078125
2020-06-13,49.0,50.3019654410226,42.42557144165039,61.05203628540039
2020-06-14,4.0,35.86142240251814,30.231281280517578,44.23282241821289
2020-06-15,28.0,33.05244936261858,26.460559844970703,38.698238372802734
2020-06-16,33.0,41.0524662562779,34.301883697509766,55.35403823852539
2020-06-17,43.0,49.86485998971121,43.68523406982422,59.9617805480957
2020-06-18,42.0,54.053168705531526,51.62310791015625,56.02992248535156
2020-06-19,38.0,52.02838788713728,48.35343933105469,56.56358337402344
2020-06-20,20.0,44.35519300188337,39.48712158203125,52.394046783447266
2020-06-21,4.0,34.846591404506135,28.764137268066406,39.5432243347168
2020-06-22,3.0,32.208229064941406,25.996307373046875,39.629798889160156
2020-06-23,38.0,34.638302666800364,31.02308464050293,39.41851806640625
2020-06-24,54.0,40.457736424037385,36.50844955444336,44.407527923583984
2020-06-25,39.0,43.862962450299946,40.814205169677734,47.26005172729492
2020-06-26,22.0,39.829615456717356,36.75664520263672,45.3975944519043
2020-06-27,24.0,29.78251756940569,25.08336067199707,37.009647369384766
