,Texas,forecast,interval_low,interval_high
2020-07-03,7662.0,6799.2353515625,6415.15576171875,7317.52490234375
2020-07-04,7159.0,7300.84765625,6540.00244140625,7772.939453125
2020-07-05,3463.0,7896.0751953125,6591.00390625,8541.5634765625
2020-07-06,8221.0,7864.6826171875,7327.708984375,8696.025390625
2020-07-07,10384.0,7216.7626953125,6826.58837890625,7598.8984375
2020-07-08,8903.0,5688.90576171875,3224.21435546875,7710.70947265625
2020-07-09,11612.0,7297.93994140625,6661.40576171875,8343.453125
2020-07-10,9379.0,8971.662109375,8089.49462890625,10332.34765625
2020-07-11,8495.0,10066.501953125,8919.353515625,10838.541015625
2020-07-12,8347.0,10051.494140625,8424.48828125,11125.1005859375
2020-07-13,7016.0,9561.1318359375,8470.421875,10768.1650390625
2020-07-14,9799.0,8070.89306640625,7620.68359375,8616.1025390625
2020-07-15,11315.0,7892.2529296875,6620.32763671875,8978.4677734375
2020-07-16,14962.0,8010.57275390625,7052.6123046875,9949.921875
2020-07-17,11914.0,9557.521484375,8734.1962890625,10759.6552734375
2020-07-18,9338.0,11776.7685546875,10580.662109375,12619.4345703125
2020-07-19,,12181.6298828125,10496.3037109375,13463.1123046875
2020-07-20,,11634.931640625,10135.28515625,12874.6298828125
2020-07-21,,11585.3701171875,10376.8828125,12375.5849609375
2020-07-22,,10143.6796875,8290.78125,11348.9580078125
2020-07-23,,10366.1005859375,8659.3935546875,12196.34375
2020-07-24,,9854.625,8545.8916015625,12598.6513671875
2020-07-25,,10558.841796875,7179.0107421875,12632.22265625
