,Wisconsin,forecast,interval_low,interval_high
2020-06-26,26747.0,26439.34375,25877.02734375,26893.84765625
2020-06-27,27286.0,26983.8125,26400.314453125,27368.548828125
2020-06-28,27743.0,26064.572265625,25749.158203125,26488.74609375
2020-06-29,28058.0,26544.333984375,26235.0234375,26927.822265625
2020-06-30,28659.0,27193.826171875,26857.037109375,27553.5
2020-07-01,29199.0,27696.3203125,27282.248046875,28027.169921875
2020-07-02,29738.0,28141.689453125,27756.658203125,28489.26171875
2020-07-03,30317.0,28679.349609375,28257.990234375,29052.6015625
2020-07-04,31055.0,29250.265625,28788.3203125,29549.0390625
2020-07-05,31577.0,28908.53125,28735.955078125,29125.853515625
2020-07-06,32061.0,29446.146484375,29301.892578125,29599.0546875
2020-07-07,32556.0,30014.7578125,29923.830078125,30160.703125
2020-07-08,33154.0,30590.228515625,30428.97265625,30730.328125
2020-07-09,33908.0,31143.177734375,31039.259765625,31292.466796875
2020-07-10,34753.0,31700.810546875,31605.416015625,31849.7109375
2020-07-11,35679.0,32328.279296875,32177.041015625,32411.560546875
2020-07-12,36448.0,32737.634765625,32470.7265625,33181.515625
2020-07-13,36942.0,33341.84765625,33079.15234375,33835.0
2020-07-14,37906.0,33886.53125,33629.03125,34331.64453125
2020-07-15,38727.0,34460.30078125,34248.26953125,34763.08984375
2020-07-16,39627.0,35129.0390625,34915.65625,35522.6328125
2020-07-17,40507.0,35824.8828125,35536.30859375,36336.1328125
2020-07-18,41485.0,36441.37890625,36079.734375,36876.8671875
2020-07-19,,37396.84765625,36515.7890625,38659.078125
2020-07-20,,38082.69140625,37089.80859375,39398.83984375
2020-07-21,,38497.1796875,37513.73828125,39784.2890625
2020-07-22,,39080.96484375,38234.7578125,40193.4609375
2020-07-23,,39940.13671875,39073.75390625,41182.2578125
2020-07-24,,40833.41796875,39740.453125,42390.19140625
2020-07-25,,41432.15234375,40292.5859375,42913.43359375
