,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Total,forecast,interval_low,interval_high
2020-03-14,7.0,1.0,12.0,12.0,372.0,103.0,23.0,6.0,0.0,0.0,76.0,73.0,0.0,0.0,4.0,2.0,64.0,16.0,17.0,8.0,16.0,77.0,3.0,27.0,138.0,36.0,21.0,6.0,4.0,5.0,18.0,20.0,7.0,69.0,13.0,613.0,25.0,1.0,0.0,26.0,4.0,36.0,47.0,0.0,20.0,19.0,8.0,32.0,60.0,10.0,5.0,0.0,37.0,642.0,0.0,27.0,2.0,2870.0,25439.89453125,0.0,96517.40625
2020-03-15,11.0,1.0,12.0,3.0,373.0,136.0,24.0,6.0,0.0,0.0,100.0,99.0,0.0,0.0,6.0,4.0,66.0,20.0,18.0,8.0,18.0,87.0,2.0,24.0,138.0,45.0,21.0,6.0,5.0,6.0,17.0,20.0,7.0,72.0,13.0,615.0,32.0,1.0,0.0,30.0,4.0,36.0,47.0,0.0,20.0,19.0,8.0,32.0,63.0,18.0,5.0,0.0,37.0,603.0,0.0,28.0,2.0,2968.0,8405.55078125,0.0,50966.75390625
2020-03-16,29.0,1.0,18.0,3.0,557.0,161.0,41.0,8.0,0.0,22.0,101.0,121.0,20.0,3.0,8.0,4.0,83.0,25.0,23.0,11.0,21.0,115.0,17.0,42.0,187.0,76.0,53.0,12.0,8.0,6.0,18.0,45.0,17.0,176.0,21.0,967.0,39.0,1.0,0.0,50.0,10.0,39.0,79.0,5.0,21.0,30.0,10.0,52.0,85.0,28.0,12.0,1.0,49.0,779.0,0.0,48.0,2.0,4360.0,8849.94140625,0.0,54172.7421875
2020-03-17,39.0,3.0,20.0,3.0,700.0,183.0,68.0,16.0,47.0,22.0,190.0,146.0,21.0,3.0,10.0,8.0,161.0,30.0,23.0,18.0,26.0,196.0,26.0,60.0,217.0,90.0,59.0,21.0,14.0,8.0,23.0,55.0,26.0,250.0,23.0,1578.0,64.0,3.0,0.0,67.0,17.0,66.0,112.0,5.0,23.0,47.0,11.0,74.0,110.0,39.0,12.0,2.0,67.0,955.0,0.0,73.0,11.0,6141.0,11202.849609375,0.0,58100.01953125
2020-03-18,51.0,5.0,27.0,4.0,831.0,216.0,96.0,19.0,47.0,31.0,306.0,197.0,21.0,5.0,15.0,9.0,272.0,38.0,38.0,22.0,28.0,257.0,35.0,85.0,252.0,159.0,77.0,34.0,21.0,10.0,24.0,55.0,37.0,397.0,28.0,3038.0,92.0,6.0,0.0,89.0,17.0,75.0,155.0,5.0,33.0,60.0,11.0,100.0,196.0,47.0,13.0,2.0,79.0,1022.0,1.0,111.0,16.0,8917.0,15830.4580078125,0.0,72250.8828125
2020-03-19,78.0,8.0,45.0,62.0,1009.0,278.0,159.0,30.0,47.0,40.0,432.0,287.0,22.0,12.0,25.0,23.0,422.0,60.0,44.0,35.0,50.0,392.0,52.0,107.0,328.0,314.0,89.0,50.0,42.0,11.0,29.0,95.0,42.0,741.0,35.0,5704.0,136.0,19.0,0.0,119.0,44.0,88.0,206.0,5.0,44.0,80.0,14.0,154.0,306.0,62.0,22.0,3.0,103.0,1374.0,2.0,159.0,18.0,14157.0,19503.822265625,0.0,86355.6953125
2020-03-20,106.0,11.0,68.0,100.0,1243.0,364.0,194.0,39.0,49.0,71.0,564.0,485.0,23.0,14.0,36.0,36.0,585.0,86.0,45.0,48.0,64.0,537.0,56.0,149.0,413.0,471.0,113.0,80.0,79.0,20.0,37.0,161.0,53.0,890.0,42.0,8403.0,189.0,26.0,0.0,173.0,49.0,114.0,311.0,14.0,54.0,126.0,14.0,223.0,429.0,95.0,29.0,3.0,123.0,1524.0,8.0,219.0,21.0,19479.0,25138.328125,0.0,99352.828125
2020-03-21,131.0,13.0,104.0,122.0,1412.0,475.0,194.0,45.0,49.0,98.0,763.0,555.0,23.0,15.0,36.0,42.0,753.0,128.0,69.0,57.0,87.0,763.0,70.0,193.0,523.0,625.0,134.0,140.0,89.0,27.0,38.0,161.0,61.0,1327.0,55.0,11727.0,256.0,28.0,0.0,247.0,53.0,137.0,399.0,21.0,66.0,174.0,14.0,304.0,582.0,118.0,49.0,6.0,157.0,1793.0,12.0,282.0,23.0,25825.0,26584.119140625,0.0,96867.6328125
2020-03-22,157.0,18.0,152.0,165.0,1651.0,595.0,327.0,56.0,49.0,102.0,1004.0,621.0,30.0,27.0,53.0,42.0,1049.0,204.0,90.0,65.0,103.0,837.0,89.0,244.0,640.0,1131.0,167.0,207.0,122.0,34.0,51.0,190.0,73.0,1914.0,57.0,15800.0,305.0,28.0,0.0,356.0,67.0,161.0,509.0,23.0,83.0,196.0,21.0,393.0,643.0,162.0,52.0,6.0,220.0,1997.0,16.0,381.0,26.0,33761.0,12736.2607421875,0.0,52985.9375
2020-03-23,196.0,30.0,235.0,192.0,2113.0,723.0,415.0,68.0,49.0,120.0,1227.0,772.0,28.0,29.0,56.0,68.0,1285.0,270.0,105.0,84.0,123.0,1172.0,107.0,290.0,777.0,1454.0,234.0,249.0,225.0,34.0,51.0,245.0,101.0,2844.0,83.0,20884.0,353.0,30.0,0.0,443.0,81.0,191.0,698.0,31.0,106.0,298.0,28.0,614.0,758.0,257.0,75.0,7.0,254.0,2221.0,16.0,425.0,26.0,43850.0,14179.6767578125,0.0,56575.5390625
2020-03-24,242.0,34.0,326.0,219.0,2542.0,912.0,618.0,104.0,49.0,141.0,1412.0,1026.0,28.0,32.0,90.0,81.0,1537.0,368.0,124.0,100.0,162.0,1388.0,118.0,349.0,1159.0,1942.0,261.0,320.0,291.0,51.0,66.0,278.0,101.0,3675.0,100.0,25681.0,495.0,36.0,0.0,567.0,106.0,210.0,946.0,39.0,124.0,342.0,30.0,772.0,955.0,298.0,95.0,17.0,293.0,2328.0,22.0,481.0,29.0,54112.0,17379.501953125,0.0,60871.078125
2020-03-25,381.0,41.0,401.0,280.0,3009.0,1087.0,875.0,119.0,49.0,187.0,1682.0,1247.0,28.0,37.0,91.0,91.0,1865.0,477.0,146.0,134.0,197.0,1795.0,142.0,425.0,1838.0,2468.0,286.0,377.0,382.0,65.0,71.0,323.0,108.0,4402.0,113.0,30841.0,590.0,45.0,0.0,704.0,164.0,266.0,1260.0,51.0,132.0,424.0,41.0,916.0,1229.0,340.0,125.0,17.0,396.0,2591.0,39.0,621.0,44.0,66055.0,22472.18359375,0.0,74734.5390625
2020-03-26,517.0,56.0,508.0,335.0,3910.0,1430.0,1012.0,130.0,49.0,231.0,2357.0,1525.0,28.0,45.0,95.0,146.0,2538.0,645.0,179.0,172.0,247.0,2304.0,155.0,583.0,2417.0,3032.0,344.0,485.0,577.0,90.0,74.0,420.0,137.0,6876.0,113.0,37877.0,738.0,51.0,0.0,868.0,248.0,316.0,1795.0,64.0,165.0,424.0,46.0,1097.0,1563.0,396.0,158.0,17.0,466.0,3207.0,52.0,728.0,53.0,84091.0,26924.02734375,643.9061279296875,88635.6953125
2020-03-27,587.0,58.0,665.0,381.0,4679.0,1738.0,1291.0,163.0,49.0,271.0,2900.0,2000.0,28.0,51.0,106.0,205.0,3024.0,979.0,235.0,206.0,301.0,2744.0,168.0,775.0,3240.0,3848.0,396.0,579.0,744.0,109.0,82.0,536.0,158.0,8825.0,136.0,44876.0,887.0,68.0,0.0,1137.0,322.0,416.0,2345.0,79.0,203.0,542.0,58.0,1318.0,1937.0,472.0,184.0,19.0,607.0,3477.0,76.0,926.0,70.0,102276.0,32790.95703125,4296.564453125,101467.0234375
2020-03-28,694.0,85.0,773.0,409.0,5110.0,2061.0,1524.0,214.0,49.0,304.0,3763.0,2366.0,103.0,55.0,149.0,234.0,3491.0,1233.0,298.0,266.0,380.0,3315.0,211.0,995.0,4257.0,4890.0,441.0,663.0,864.0,129.0,96.0,626.0,187.0,11124.0,208.0,52410.0,1020.0,94.0,0.0,1406.0,377.0,479.0,2845.0,100.0,239.0,660.0,68.0,1511.0,2455.0,602.0,211.0,22.0,740.0,4030.0,96.0,1055.0,82.0,122069.0,35677.69140625,5207.046875,99686.796875
2020-03-29,825.0,102.0,919.0,426.0,5863.0,2308.0,1993.0,232.0,49.0,342.0,4246.0,2651.0,103.0,56.0,149.0,281.0,4596.0,1513.0,336.0,330.0,438.0,3540.0,253.0,1239.0,4955.0,5753.0,503.0,759.0,934.0,154.0,108.0,920.0,214.0,13386.0,237.0,59648.0,1191.0,98.0,0.0,1653.0,429.0,548.0,3432.0,127.0,294.0,774.0,90.0,1720.0,2792.0,720.0,235.0,23.0,890.0,4465.0,113.0,1164.0,86.0,141205.0,54783.83203125,37500.02734375,72676.4609375
2020-03-30,899.0,114.0,1157.0,473.0,7155.0,2627.0,2571.0,264.0,49.0,401.0,5473.0,2808.0,103.0,58.0,175.0,340.0,5056.0,1786.0,424.0,372.0,479.0,4025.0,275.0,1413.0,5752.0,6803.0,576.0,847.0,1289.0,171.0,145.0,1012.0,314.0,16636.0,237.0,66663.0,1313.0,109.0,0.0,1933.0,481.0,606.0,4155.0,174.0,408.0,925.0,101.0,1917.0,3147.0,798.0,256.0,30.0,1020.0,4923.0,145.0,1230.0,94.0,162707.0,64583.64453125,44763.95703125,79871.5703125
2020-03-31,987.0,119.0,1289.0,523.0,8233.0,2966.0,3128.0,319.0,49.0,495.0,6741.0,3929.0,103.0,69.0,204.0,515.0,5994.0,2158.0,497.0,434.0,628.0,5237.0,303.0,1660.0,6620.0,7951.0,629.0,937.0,1550.0,198.0,172.0,1114.0,357.0,18696.0,315.0,75833.0,1535.0,122.0,2.0,2199.0,568.0,690.0,4963.0,239.0,488.0,1083.0,108.0,2391.0,3809.0,888.0,293.0,30.0,1249.0,5432.0,162.0,1412.0,109.0,188724.0,75656.7578125,54708.3203125,92414.6640625
2020-04-01,1060.0,132.0,1413.0,584.0,9410.0,3342.0,3557.0,368.0,49.0,586.0,6956.0,4638.0,103.0,77.0,224.0,566.0,6980.0,2564.0,547.0,485.0,632.0,6424.0,303.0,1986.0,7738.0,9717.0,689.0,1073.0,1803.0,208.0,210.0,1279.0,367.0,22255.0,327.0,83948.0,1675.0,142.0,6.0,2547.0,721.0,736.0,6009.0,286.0,566.0,1293.0,129.0,2933.0,4355.0,888.0,321.0,30.0,1483.0,5608.0,191.0,1556.0,130.0,214205.0,84705.671875,60480.34375,102944.3984375
2020-04-02,1233.0,143.0,1596.0,643.0,10790.0,3728.0,3824.0,393.0,49.0,653.0,9008.0,5348.0,103.0,82.0,256.0,776.0,7695.0,3038.0,614.0,553.0,770.0,9149.0,376.0,2331.0,8966.0,11230.0,742.0,1177.0,2003.0,241.0,246.0,1463.0,479.0,25590.0,373.0,92506.0,1977.0,159.0,6.0,2901.0,881.0,826.0,7268.0,316.0,645.0,1554.0,165.0,3013.0,5069.0,1086.0,338.0,30.0,1706.0,6389.0,216.0,1748.0,150.0,244610.0,95632.0390625,66479.328125,117040.5078125
2020-04-03,1495.0,157.0,1769.0,704.0,12016.0,4173.0,4914.0,450.0,49.0,757.0,10268.0,5831.0,103.0,84.0,319.0,891.0,8904.0,3437.0,699.0,629.0,770.0,10297.0,432.0,2758.0,10402.0,13221.0,788.0,1358.0,2124.0,243.0,279.0,1514.0,479.0,29895.0,490.0,102987.0,2251.0,173.0,8.0,3312.0,990.0,899.0,8570.0,316.0,711.0,1700.0,187.0,3067.0,5734.0,1248.0,389.0,37.0,2012.0,6846.0,237.0,2012.0,162.0,276547.0,103723.3203125,71491.8984375,128131.7109375
2020-04-04,1614.0,171.0,2019.0,743.0,12837.0,4565.0,5276.0,593.0,49.0,902.0,11537.0,6160.0,103.0,93.0,351.0,1022.0,10357.0,3953.0,787.0,698.0,917.0,12496.0,456.0,3125.0,11736.0,14735.0,865.0,1455.0,2472.0,265.0,321.0,1742.0,540.0,34124.0,506.0,113833.0,2486.0,186.0,8.0,3739.0,1161.0,899.0,10444.0,452.0,806.0,1917.0,212.0,3322.0,6567.0,1428.0,461.0,40.0,2407.0,7247.0,282.0,2030.0,187.0,309699.0,119112.9140625,83578.625,147267.484375
2020-04-05,1765.0,185.0,2269.0,837.0,15034.0,4950.0,5675.0,673.0,49.0,1002.0,12350.0,6647.0,103.0,112.0,371.0,1078.0,11259.0,4411.0,869.0,751.0,955.0,13010.0,470.0,3617.0,12500.0,16268.0,935.0,1638.0,2568.0,286.0,364.0,1855.0,621.0,37505.0,624.0,123160.0,2649.0,207.0,8.0,4043.0,1254.0,1068.0,11589.0,475.0,922.0,2049.0,240.0,3633.0,7209.0,1601.0,512.0,42.0,2640.0,7825.0,324.0,2320.0,197.0,337573.0,195977.8125,142405.171875,220477.609375
2020-04-06,1952.0,190.0,2460.0,875.0,16024.0,5183.0,6906.0,783.0,49.0,1097.0,13324.0,7314.0,103.0,113.0,387.0,1101.0,12262.0,4956.0,946.0,849.0,955.0,14867.0,499.0,4045.0,13837.0,17820.0,986.0,1738.0,3030.0,299.0,417.0,1953.0,715.0,41090.0,686.0,131815.0,2962.0,225.0,8.0,4453.0,1329.0,1068.0,13127.0,513.0,1082.0,2232.0,288.0,3802.0,8043.0,1678.0,543.0,43.0,2878.0,8311.0,345.0,2449.0,210.0,367215.0,223695.796875,159629.71875,249801.0
2020-04-07,2169.0,213.0,2575.0,946.0,17351.0,5429.0,7781.0,928.0,49.0,1211.0,14545.0,8822.0,103.0,121.0,410.0,1170.0,13553.0,5510.0,1046.0,912.0,1149.0,16284.0,519.0,4371.0,15202.0,19644.0,1069.0,1915.0,3327.0,319.0,447.0,2124.0,715.0,44416.0,794.0,139875.0,3299.0,237.0,8.0,4782.0,1474.0,1132.0,14853.0,573.0,1229.0,2417.0,320.0,4139.0,8925.0,1739.0,575.0,43.0,3335.0,8692.0,412.0,2578.0,216.0,397992.0,249496.421875,177289.890625,278329.875
2020-04-08,2328.0,226.0,2726.0,1000.0,18897.0,5655.0,7781.0,1116.0,49.0,1440.0,15456.0,9901.0,103.0,121.0,410.0,1210.0,15078.0,5943.0,1145.0,1046.0,1149.0,17030.0,537.0,5529.0,16790.0,21076.0,1154.0,2003.0,3511.0,332.0,519.0,2259.0,747.0,47437.0,821.0,151061.0,3499.0,251.0,11.0,5148.0,1526.0,1181.0,16631.0,620.0,1450.0,2417.0,393.0,4363.0,9777.0,1848.0,605.0,45.0,3645.0,9276.0,483.0,2710.0,221.0,429686.0,269911.1875,179270.125,308971.25
2020-04-09,2703.0,235.0,3018.0,1119.0,19710.0,6202.0,9784.0,1209.0,49.0,1523.0,16364.0,10566.0,103.0,128.0,442.0,1232.0,16422.0,6351.0,1270.0,1116.0,1341.0,18283.0,560.0,6185.0,18941.0,22297.0,1240.0,2260.0,3754.0,354.0,568.0,2456.0,819.0,51027.0,865.0,161779.0,3736.0,269.0,11.0,5512.0,1686.0,1321.0,18300.0,683.0,1727.0,2793.0,447.0,4634.0,11208.0,1856.0,628.0,45.0,4042.0,9639.0,514.0,2886.0,230.0,464442.0,295789.90625,187833.703125,343728.8125
2020-04-10,2947.0,246.0,3112.0,1171.0,21081.0,6513.0,10538.0,1326.0,49.0,1660.0,17531.0,11485.0,103.0,130.0,442.0,1354.0,17887.0,6907.0,1388.0,1117.0,1693.0,19253.0,586.0,6968.0,20974.0,23279.0,1336.0,2469.0,4149.0,365.0,635.0,2722.0,819.0,54588.0,1081.0,172348.0,3965.0,278.0,11.0,5878.0,1794.0,1322.0,20051.0,725.0,1727.0,3067.0,536.0,4891.0,12105.0,2103.0,679.0,50.0,4509.0,10119.0,574.0,3068.0,239.0,497943.0,312535.90625,191653.390625,369151.3125
2020-04-11,3217.0,257.0,3393.0,1228.0,21717.0,6893.0,11510.0,1479.0,49.0,1778.0,18494.0,12159.0,103.0,133.0,465.0,1396.0,19180.0,7435.0,1510.0,1275.0,1693.0,20014.0,616.0,7694.0,22860.0,24500.0,1427.0,2642.0,4395.0,377.0,699.0,2702.0,885.0,58151.0,1091.0,181026.0,4354.0,293.0,11.0,6250.0,1868.0,1371.0,21719.0,788.0,2349.0,3211.0,626.0,5132.0,13023.0,2207.0,711.0,51.0,5077.0,10434.0,577.0,3213.0,261.0,527969.0,347784.8125,220118.640625,405188.84375
2020-04-12,3563.0,272.0,3542.0,1280.0,22800.0,7307.0,12035.0,1625.0,49.0,1875.0,19895.0,12452.0,103.0,133.0,499.0,1407.0,20852.0,7928.0,1587.0,1344.0,1963.0,20595.0,633.0,8225.0,25475.0,25183.0,1621.0,2781.0,4534.0,387.0,791.0,2836.0,929.0,61850.0,1245.0,189033.0,4570.0,308.0,11.0,6604.0,1970.0,1527.0,22938.0,897.0,2665.0,3320.0,730.0,5508.0,13677.0,2303.0,727.0,51.0,5274.0,10609.0,593.0,3341.0,270.0,556522.0,417585.40625,328588.0625,448276.21875
2020-04-13,3734.0,277.0,3705.0,1410.0,23934.0,7696.0,13381.0,1758.0,49.0,1955.0,21019.0,13315.0,103.0,133.0,504.0,1426.0,22025.0,8359.0,1710.0,1390.0,2018.0,21016.0,698.0,8936.0,26867.0,26622.0,1621.0,2942.0,4714.0,394.0,814.0,2990.0,985.0,64584.0,1262.0,195749.0,4886.0,331.0,11.0,6975.0,2069.0,1584.0,24292.0,903.0,2665.0,3391.0,868.0,5610.0,14275.0,2363.0,748.0,51.0,5747.0,10635.0,611.0,3428.0,275.0,581813.0,453533.84375,350870.875,482425.375
2020-04-14,3953.0,285.0,3809.0,1498.0,25389.0,7950.0,13989.0,1926.0,49.0,2058.0,21628.0,14578.0,103.0,133.0,511.0,1464.0,23248.0,8527.0,1899.0,1441.0,2048.0,21518.0,735.0,9472.0,28164.0,28042.0,1695.0,3087.0,4880.0,399.0,897.0,3134.0,922.0,68824.0,1345.0,203020.0,5113.0,341.0,11.0,7285.0,2184.0,1633.0,25465.0,923.0,3251.0,3553.0,988.0,5827.0,15006.0,2417.0,752.0,51.0,6182.0,10799.0,640.0,3555.0,282.0,608878.0,486563.40625,373436.3125,518519.90625
2020-04-15,4075.0,293.0,3964.0,1569.0,26686.0,8280.0,14755.0,2014.0,49.0,2197.0,22511.0,14987.0,103.0,135.0,524.0,1473.0,24593.0,8960.0,1995.0,1504.0,2210.0,21951.0,770.0,10032.0,29919.0,29144.0,1809.0,3360.0,5005.0,404.0,901.0,3211.0,1139.0,71030.0,1484.0,214454.0,5340.0,365.0,13.0,7794.0,2263.0,1663.0,26753.0,974.0,3251.0,3656.0,1168.0,5827.0,15907.0,2548.0,759.0,51.0,6500.0,10942.0,702.0,3721.0,287.0,637974.0,513869.8125,376414.15625,554197.9375
2020-04-16,4345.0,300.0,4237.0,1620.0,27677.0,8675.0,15884.0,2070.0,49.0,2350.0,23343.0,15669.0,103.0,135.0,530.0,1587.0,25734.0,9542.0,2141.0,1615.0,2435.0,22532.0,796.0,10784.0,32181.0,29966.0,1809.0,3624.0,5308.0,415.0,952.0,3214.0,1139.0,75317.0,1484.0,223691.0,5639.0,393.0,13.0,8414.0,2357.0,1736.0,28258.0,1043.0,3529.0,3931.0,1311.0,6166.0,16876.0,2683.0,774.0,51.0,6889.0,11057.0,728.0,3875.0,296.0,669272.0,544215.5,382372.59375,587982.0625
2020-04-17,4571.0,309.0,4511.0,1695.0,29157.0,9047.0,16809.0,2317.0,49.0,2476.0,24759.0,17194.0,103.0,136.0,541.0,1609.0,27578.0,10154.0,2332.0,1730.0,2522.0,23118.0,827.0,11572.0,34985.0,31225.0,2070.0,3793.0,5520.0,422.0,1066.0,3524.0,1287.0,78467.0,1597.0,230597.0,6045.0,393.0,13.0,9107.0,2465.0,1785.0,29888.0,1068.0,4177.0,4099.0,1411.0,6263.0,17849.0,2793.0,779.0,51.0,7491.0,11517.0,775.0,4053.0,305.0,701996.0,570476.3125,387813.9375,622481.8125
2020-04-18,4712.0,314.0,4724.0,1744.0,30511.0,9440.0,17550.0,2538.0,49.0,2666.0,25492.0,17669.0,103.0,136.0,574.0,1655.0,29160.0,10641.0,2513.0,1821.0,2707.0,23580.0,847.0,12326.0,36963.0,32031.0,2209.0,3974.0,5713.0,426.0,1249.0,3626.0,1342.0,81420.0,1798.0,237474.0,6328.0,528.0,14.0,10222.0,2465.0,1844.0,31652.0,1118.0,4491.0,4248.0,1542.0,6589.0,18704.0,2917.0,803.0,53.0,8053.0,11776.0,785.0,4199.0,309.0,730337.0,608074.8125,421774.28125,657753.0625
2020-04-19,4888.0,319.0,4933.0,1781.0,31431.0,9730.0,17962.0,2538.0,49.0,2793.0,26314.0,18301.0,103.0,136.0,580.0,1668.0,30357.0,11211.0,2902.0,1905.0,2960.0,23928.0,867.0,12847.0,38674.0,32688.0,2356.0,4274.0,5881.0,433.0,1474.0,3728.0,1390.0,85301.0,1845.0,243382.0,6601.0,585.0,14.0,11602.0,2567.0,1910.0,32902.0,1213.0,4706.0,4377.0,1635.0,7070.0,19260.0,3069.0,813.0,53.0,8542.0,11978.0,890.0,4346.0,313.0,756375.0,639168.0625,554719.5625,666107.9375
2020-04-20,5079.0,321.0,5068.0,1973.0,33686.0,10112.0,19815.0,2745.0,49.0,2927.0,27059.0,19407.0,103.0,136.0,584.0,1672.0,31513.0,11688.0,3159.0,2048.0,3050.0,24523.0,875.0,13684.0,40252.0,33324.0,2470.0,4512.0,6043.0,433.0,1648.0,3830.0,1447.0,88722.0,1971.0,248416.0,6895.0,627.0,14.0,12919.0,2680.0,1957.0,33914.0,1252.0,5090.0,4446.0,1685.0,7238.0,19751.0,3213.0,816.0,53.0,8990.0,12114.0,902.0,4499.0,317.0,783716.0,672268.5,579766.8125,702911.9375
2020-04-21,5317.0,329.0,5256.0,1990.0,35480.0,10473.0,20360.0,2931.0,49.0,3098.0,27869.0,19881.0,103.0,136.0,586.0,1736.0,33059.0,12097.0,3641.0,2164.0,3204.0,24854.0,888.0,14193.0,41832.0,34048.0,2567.0,4716.0,6242.0,437.0,1685.0,3937.0,1490.0,92387.0,1971.0,253519.0,7134.0,644.0,14.0,13725.0,2807.0,2004.0,35249.0,1298.0,5500.0,4439.0,1755.0,7394.0,20664.0,3297.0,818.0,53.0,9630.0,12392.0,908.0,4625.0,443.0,809318.0,701834.25,600829.5625,735991.625
2020-04-22,5593.0,335.0,5473.0,2276.0,37352.0,10891.0,22469.0,3200.0,49.0,3206.0,28309.0,21214.0,103.0,136.0,592.0,1766.0,35107.0,12438.0,3748.0,2331.0,3378.0,25258.0,907.0,14775.0,43614.0,35404.0,2722.0,4894.0,6433.0,439.0,1813.0,4081.0,1588.0,95914.0,2210.0,258222.0,7495.0,679.0,14.0,14117.0,2894.0,2059.0,36082.0,1252.0,5841.0,4761.0,1858.0,7394.0,21321.0,3445.0,823.0,54.0,10266.0,12596.0,939.0,4845.0,447.0,837422.0,729343.3125,608271.9375,762560.25
2020-04-23,5832.0,337.0,5772.0,2599.0,39561.0,11278.0,23100.0,3308.0,49.0,3361.0,29648.0,21883.0,103.0,139.0,596.0,1836.0,36937.0,13039.0,3924.0,2721.0,3479.0,25739.0,937.0,15737.0,46727.0,36845.0,2942.0,5153.0,6700.0,442.0,2202.0,4208.0,1670.0,100025.0,2379.0,263460.0,7820.0,709.0,14.0,14694.0,3017.0,2127.0,38379.0,1416.0,6256.0,4917.0,1956.0,8266.0,22650.0,3612.0,825.0,54.0,10998.0,12753.0,981.0,5052.0,453.0,871617.0,757050.1875,616818.4375,793876.75
2020-04-24,6026.0,339.0,6045.0,2810.0,41355.0,12256.0,23936.0,3442.0,49.0,3528.0,30533.0,22491.0,103.0,141.0,601.0,1870.0,39658.0,13681.0,4445.0,2959.0,3779.0,26140.0,965.0,16616.0,51700.0,38330.0,3185.0,5434.0,6943.0,444.0,2424.0,4398.0,1720.0,102196.0,2521.0,271590.0,8290.0,748.0,14.0,15169.0,3121.0,2177.0,40208.0,1276.0,6699.0,5070.0,2040.0,8728.0,23642.0,3782.0,827.0,54.0,11594.0,12977.0,1010.0,5356.0,473.0,907908.0,786091.375,625507.6875,832183.3125
2020-04-25,6026.0,339.0,6286.0,2911.0,42368.0,12968.0,24583.0,3576.0,49.0,3699.0,30839.0,23222.0,103.0,141.0,605.0,1887.0,41777.0,14399.0,5092.0,3135.0,3915.0,26512.0,965.0,17766.0,54135.0,38789.0,3446.0,5718.0,7108.0,445.0,2719.0,4539.0,1797.0,105498.0,2660.0,282143.0,8768.0,803.0,14.0,15587.0,3194.0,2253.0,41153.0,1307.0,7129.0,5253.0,2147.0,9189.0,24153.0,3948.0,843.0,55.0,12366.0,13319.0,1010.0,5687.0,491.0,940829.0,814126.5,657069.0,858328.0625
2020-04-26,6421.0,340.0,6534.0,3001.0,43559.0,13441.0,25269.0,4034.0,49.0,3841.0,31532.0,23486.0,103.0,141.0,606.0,1897.0,43903.0,15012.0,5476.0,3277.0,4085.0,26773.0,1015.0,18581.0,55753.0,39540.0,3602.0,5911.0,7275.0,448.0,3030.0,4734.0,1864.0,109038.0,2726.0,288045.0,8997.0,867.0,14.0,15972.0,3254.0,2311.0,42616.0,1371.0,7439.0,5498.0,2212.0,9667.0,24967.0,4123.0,851.0,57.0,12970.0,13521.0,1055.0,5912.0,502.0,968518.0,835201.6875,768165.6875,859623.0
2020-04-27,6539.0,345.0,6725.0,3069.0,44972.0,13879.0,25997.0,4162.0,49.0,3892.0,32138.0,24302.0,103.0,141.0,607.0,1897.0,45883.0,15961.0,5868.0,3473.0,4156.0,27068.0,1023.0,19487.0,57295.0,40034.0,3811.0,6094.0,7444.0,449.0,3358.0,4700.0,1938.0,111188.0,2825.0,291996.0,9321.0,942.0,14.0,16325.0,3281.0,2354.0,43558.0,1389.0,7708.0,5613.0,2244.0,9918.0,25412.0,4236.0,855.0,57.0,13538.0,13686.0,1063.0,6081.0,520.0,990983.0,864548.1875,795122.5,894705.375
2020-04-28,6750.0,351.0,6955.0,3127.0,46164.0,14316.0,26312.0,4575.0,49.0,3994.0,32848.0,24922.0,103.0,141.0,609.0,1952.0,48102.0,16588.0,6376.0,3652.0,4375.0,27286.0,1040.0,20113.0,59193.0,41166.0,4181.0,6342.0,7591.0,451.0,3517.0,4821.0,2010.0,113856.0,2974.0,295106.0,9755.0,991.0,14.0,16769.0,3410.0,2385.0,45137.0,1400.0,7927.0,5735.0,2313.0,10052.0,26357.0,4345.0,862.0,57.0,14339.0,13842.0,1095.0,6289.0,536.0,1015518.0,891566.1875,814963.125,924278.25
2020-04-29,6912.0,355.0,7209.0,3193.0,48747.0,14758.0,26767.0,4655.0,49.0,4106.0,33193.0,25775.0,103.0,141.0,613.0,1952.0,50358.0,17182.0,6843.0,3839.0,4537.0,27660.0,1056.0,20849.0,61201.0,42379.0,4644.0,6569.0,7761.0,451.0,3851.0,4934.0,2058.0,116365.0,3213.0,299691.0,10180.0,1033.0,14.0,17303.0,3473.0,2446.0,46327.0,1433.0,8247.0,5882.0,2373.0,10366.0,27369.0,4497.0,862.0,57.0,14962.0,14070.0,1110.0,6520.0,545.0,1043038.0,916745.875,827176.8125,951021.0
