,Louisiana,forecast,interval_low,interval_high
2020-06-05,29.0,26.44171714782715,17.052597045898438,28.983154296875
2020-06-06,13.0,12.02209186553955,8.044759750366211,13.035845756530762
2020-06-07,11.0,11.582601547241211,7.411183834075928,14.479520797729492
2020-06-08,8.0,6.340516090393066,-0.19970351457595825,8.00135612487793
2020-06-09,13.0,13.74114990234375,13.004877090454102,16.622446060180664
2020-06-10,11.0,12.57372760772705,11.02668285369873,18.671688079833984
2020-06-11,19.0,18.91915512084961,18.87482452392578,18.9613094329834
2020-06-12,9.0,13.827795028686523,9.050149917602539,22.180198669433594
2020-06-13,8.0,9.442425727844238,7.971959590911865,15.20521068572998
2020-06-14,10.0,9.69798469543457,8.561872482299805,9.991905212402344
2020-06-15,4.0,6.007689476013184,4.00554895401001,13.964512825012207
2020-06-16,24.0,23.97381591796875,23.946151733398438,24.013294219970703
2020-06-17,20.0,19.975933074951172,19.92556381225586,20.004486083984375
2020-06-18,0.0,0.06860543042421341,0.033429861068725586,0.0948207676410675
2020-06-19,22.0,21.104156494140625,17.558441162109375,21.996259689331055
2020-06-20,20.0,16.21084976196289,1.2000564336776733,19.989538192749023
2020-06-21,1.0,8.018306732177734,1.0071425437927246,18.81389617919922
2020-06-22,12.0,12.000572204589844,11.981654167175293,12.022354125976562
2020-06-23,17.0,16.58428955078125,14.423322677612305,17.46908950805664
2020-06-24,18.0,16.150339126586914,13.074557304382324,17.9943904876709
2020-06-25,12.0,13.596124649047852,11.997947692871094,19.940570831298828
2020-06-26,26.0,19.2012996673584,6.308944225311279,25.999296188354492
2020-06-27,0.0,5.014897346496582,0.00524863600730896,16.913061141967773
2020-06-28,9.0,4.670971870422363,-3.321367025375366,9.005440711975098
2020-06-29,0.0,1.55307936668396,-0.016222894191741943,7.784686088562012
2020-06-30,22.0,18.791988372802734,12.992647171020508,23.874845504760742
2020-07-01,17.0,17.978803634643555,16.996429443359375,21.85997772216797
2020-07-02,17.0,16.986923217773438,16.951662063598633,17.004377365112305
2020-07-03,23.0,23.002492904663086,22.997282028198242,23.010852813720703
2020-07-04,0.0,6.4316301345825195,0.0012735426425933838,13.39841079711914
2020-07-05,10.0,9.12782096862793,5.572017669677734,10.044283866882324
2020-07-06,8.0,9.450138092041016,7.991454601287842,14.951786994934082
2020-07-07,23.0,22.989328384399414,22.9746150970459,23.000730514526367
2020-07-08,20.0,19.209524154663086,16.19131088256836,20.0205135345459
2020-07-09,16.0,16.883764266967773,16.002120971679688,20.24725341796875
2020-07-10,25.0,24.9896240234375,24.98167610168457,24.998394012451172
2020-07-11,23.0,18.240524291992188,9.095760345458984,23.003480911254883
