,Iowa,forecast,interval_low,interval_high
2020-06-06,324.0,397.7295837402344,380.5975341796875,430.8922424316406
2020-06-07,234.0,405.8503723144531,390.19952392578125,433.6964111328125
2020-06-08,295.0,281.6661071777344,272.3604431152344,298.75701904296875
2020-06-09,230.0,284.982666015625,266.8982238769531,302.5463562011719
2020-06-10,389.0,287.5121154785156,279.2471008300781,297.3903503417969
2020-06-11,347.0,295.8663024902344,281.2731628417969,310.7073669433594
2020-06-12,377.0,296.29925537109375,288.77313232421875,309.06512451171875
2020-06-13,367.0,298.3110046386719,286.95379638671875,320.7765808105469
2020-06-14,209.0,307.1667785644531,294.1713562011719,327.8899841308594
2020-06-15,156.0,335.3515625,323.70477294921875,355.3648681640625
2020-06-16,97.0,338.0418701171875,314.782958984375,356.3662414550781
2020-06-17,281.0,337.5785827636719,329.53350830078125,348.9505615234375
2020-06-18,401.0,349.6037902832031,331.69671630859375,366.9248046875
2020-06-19,413.0,341.1087951660156,333.2688903808594,354.00006103515625
2020-06-20,222.0,343.3595886230469,330.2652893066406,369.0090637207031
2020-06-21,467.0,353.976318359375,335.79937744140625,379.1315612792969
2020-06-22,183.0,276.7418518066406,261.4571838378906,298.52301025390625
2020-06-23,323.0,277.700927734375,259.9717102050781,290.7272033691406
2020-06-24,132.0,277.4053955078125,271.8123779296875,286.70770263671875
2020-06-25,772.0,288.16552734375,273.7789001464844,300.456787109375
2020-06-26,344.0,275.8158874511719,265.37689208984375,286.5408630371094
2020-06-27,356.0,279.00323486328125,268.48907470703125,298.7971496582031
2020-06-28,447.0,291.0727844238281,271.3357849121094,313.53997802734375
2020-06-29,325.0,327.3736267089844,307.2344665527344,355.844970703125
2020-06-30,229.0,323.4305419921875,308.3836364746094,335.08453369140625
2020-07-01,440.0,326.7862243652344,321.7053527832031,332.58074951171875
2020-07-02,745.0,340.9804992675781,322.511962890625,357.26983642578125
2020-07-03,204.0,326.6268615722656,312.71539306640625,339.0881652832031
2020-07-04,598.0,323.5566101074219,314.2647399902344,340.6783752441406
2020-07-05,456.0,334.7173767089844,313.1777648925781,357.0180358886719
2020-07-06,241.0,421.2358093261719,399.765869140625,450.47906494140625
2020-07-07,395.0,419.629638671875,392.54656982421875,436.9070739746094
2020-07-08,471.0,418.7163391113281,412.9551086425781,429.8479919433594
2020-07-09,630.0,437.3124084472656,411.80731201171875,460.81719970703125
2020-07-10,918.0,415.7262268066406,406.1405334472656,429.5049133300781
2020-07-11,486.0,414.7685241699219,400.47259521484375,441.37774658203125
2020-07-12,752.0,425.6020202636719,400.4130859375,454.67169189453125
2020-07-13,221.0,443.4419860839844,424.3940734863281,471.3217468261719
2020-07-14,235.0,442.5177001953125,414.0219421386719,462.1840515136719
2020-07-15,670.0,443.3305969238281,435.25274658203125,454.5937194824219
2020-07-16,814.0,461.8219909667969,434.20196533203125,488.4071350097656
2020-07-17,553.0,445.0163269042969,437.3690185546875,460.029296875
2020-07-18,410.0,443.397216796875,427.13250732421875,471.8979187011719
2020-07-19,500.0,451.6764221191406,429.39495849609375,480.01873779296875
2020-07-20,,554.322509765625,518.8697509765625,596.0237426757812
2020-07-21,,548.0465698242188,511.9967041015625,566.09619140625
2020-07-22,,548.7169799804688,541.689697265625,561.57373046875
2020-07-23,,575.905517578125,534.8753051757812,612.993896484375
2020-07-24,,538.7592163085938,528.9155883789062,554.1434326171875
2020-07-25,,535.5419311523438,514.9099731445312,566.0314331054688
2020-07-26,,541.2874145507812,509.8995666503906,574.3782348632812
