,Texas,forecast,interval_low,interval_high
2020-06-29,5984.0,5771.0322265625,5114.71142578125,6246.3876953125
2020-06-30,6354.0,6193.40625,5551.1015625,6354.1044921875
2020-07-01,9308.0,9307.3193359375,9306.5771484375,9307.8935546875
2020-07-02,6769.0,6769.80224609375,6769.166015625,6770.94873046875
2020-07-03,7662.0,6978.27587890625,6186.20458984375,7662.40869140625
2020-07-04,7159.0,6689.49609375,5907.54443359375,7158.978515625
2020-07-05,3463.0,3463.16943359375,3462.87158203125,3463.488037109375
2020-07-06,8221.0,7892.9775390625,7502.4375,8221.4873046875
2020-07-07,10384.0,10054.876953125,8740.751953125,10384.193359375
2020-07-08,8903.0,9441.4140625,8903.3974609375,11592.2197265625
2020-07-09,11612.0,11610.9794921875,11609.0859375,11611.771484375
2020-07-10,9379.0,9379.701171875,9379.173828125,9381.3466796875
2020-07-11,8495.0,8865.2978515625,8494.78125,9443.6572265625
2020-07-12,8347.0,7585.3193359375,6136.6611328125,8347.6171875
2020-07-13,7016.0,7016.0400390625,7015.6533203125,7016.388671875
2020-07-14,9799.0,9968.53125,9306.443359375,11139.9501953125
2020-07-15,11315.0,11886.5595703125,11314.3818359375,14172.1640625
2020-07-16,14962.0,14961.6533203125,14961.337890625,14962.392578125
2020-07-17,11914.0,11399.5234375,9340.5166015625,11914.5009765625
2020-07-18,9338.0,10241.2294921875,9337.9287109375,11903.044921875
2020-07-19,,8747.607421875,7134.970703125,10195.4033203125
2020-07-20,,11615.158203125,11260.1162109375,11751.9052734375
2020-07-21,,14001.6953125,13213.134765625,14543.4443359375
2020-07-22,,13975.314453125,13723.0009765625,14391.3232421875
2020-07-23,,14703.005859375,14006.244140625,14975.115234375
2020-07-24,,11199.1640625,9338.23046875,11923.630859375
2020-07-25,,10063.076171875,8409.9638671875,11919.955078125
