,District of Columbia,forecast,interval_low,interval_high
2020-03-30,401.0,11113.001189532955,,
2020-03-31,495.0,11100.551624559828,,
2020-04-01,586.0,11082.720418873536,,
2020-04-02,653.0,11093.41958473371,,
2020-04-03,757.0,11113.22008886696,,
2020-04-04,902.0,11086.525693701062,,
2020-04-05,1002.0,11070.210100339847,,
2020-04-06,1097.0,11115.354824389848,,
2020-04-07,1211.0,11116.92844251262,,
2020-04-08,1440.0,11111.08976404315,,
2020-04-09,1523.0,11039.481571774078,,
2020-04-10,1660.0,11156.12968311923,,
2020-04-11,1778.0,11100.377536597582,,
2020-04-12,1875.0,11120.080016088103,,
2020-04-13,1955.0,11151.604422483046,,
2020-04-14,2058.0,11138.890729136921,,
2020-04-15,2197.0,11131.98177043082,,
2020-04-16,2350.0,11101.365704357202,,
2020-04-17,2476.0,11088.11244270649,,
2020-04-18,2666.0,11102.816387679548,,
2020-04-19,2793.0,11056.11076421605,,
2020-04-20,2927.0,11119.928997636145,,
2020-04-21,3098.0,11118.875579528329,,
2020-04-22,3206.0,11097.801476445511,,
2020-04-23,3361.0,11163.889800580444,,
2020-04-24,3528.0,11109.314898421491,,
2020-04-25,3699.0,11102.098147819563,,
2020-04-26,3841.0,11101.734132749625,,
2020-04-27,3892.0,11110.792647797056,,
2020-04-28,3994.0,11180.895664630612,,
2020-04-29,4106.0,11133.314203981925,,
2020-04-30,4323.0,11134.488427683431,,
2020-05-01,4658.0,11059.904081958892,,
2020-05-02,4797.0,10977.322993653732,,
2020-05-03,5016.0,11141.73526949793,,
2020-05-04,5170.0,11054.665829025713,,
2020-05-05,5322.0,11129.030601706683,,
2020-05-06,5461.0,11158.150663492748,,
2020-05-07,5654.0,11155.133202695371,,
2020-05-08,5899.0,11138.336675568535,,
2020-05-09,6102.0,11084.531322587747,,
2020-05-10,6272.0,11102.126875603704,,
2020-05-11,6389.0,11101.371963055271,,
2020-05-12,6485.0,11138.779746269602,,
2020-05-13,6584.0,11164.452380731705,,
2020-05-14,6736.0,11168.619855000148,,
2020-05-15,6871.0,11135.79720934783,,
2020-05-16,7042.0,11139.331097661763,,
2020-05-17,7123.0,11087.291023283566,,
2020-05-18,7270.0,11134.061037302868,,
2020-05-19,7434.0,11074.126267710488,,
2020-05-20,7551.0,11076.938569699425,,
2020-05-21,7788.0,11142.088450856292,,
2020-05-22,7893.0,11051.828261496783,,
2020-05-23,7966.0,11175.546977087904,,
2020-05-24,8110.0,11171.49875254963,,
2020-05-25,8225.0,11092.155092771367,,
2020-05-26,8334.0,11137.889857319518,,
2020-05-27,8406.0,11122.124524226152,,
2020-05-28,8492.0,11148.862653120143,,
2020-05-29,8538.0,11140.864961915355,,
2020-05-30,8717.0,11155.59536331988,,
2020-05-31,8801.0,11048.57482187638,,
2020-06-01,8857.0,11127.740969394132,,
2020-06-02,8886.0,11139.79989411496,,
2020-06-03,9016.0,11144.530174755277,,
2020-06-04,9120.0,11089.12095037691,,
2020-06-05,9199.0,11109.07205510781,,
2020-06-06,9269.0,11127.078877614995,,
2020-06-07,9332.0,11121.84815264584,,
2020-06-08,9389.0,11132.58737816409,,
2020-06-09,9474.0,11125.724958880895,,
2020-06-10,9537.0,11104.91261492111,,
2020-06-11,9589.0,11128.859135802926,,
2020-06-12,9654.0,11133.683181310544,,
2020-06-13,9709.0,11116.509642568646,,
2020-06-14,9767.0,11123.646273929358,,
2020-06-15,9799.0,11113.564428906371,,
2020-06-16,9818.0,11131.591978407605,,
2020-06-17,9847.0,11140.492960919266,,
2020-06-18,9903.0,11128.817111584702,,
2020-06-19,9952.0,11109.895540510464,,
2020-06-20,9984.0,11112.543574692712,,
2020-06-21,10020.0,11119.141259963659,,
2020-06-22,10058.0,11111.660744068538,,
2020-06-23,10094.0,11113.45204328175,,
2020-06-24,10128.0,11116.993598059647,,
2020-06-25,10159.0,11120.461449623219,,
2020-06-26,10185.0,11125.11503632251,,
2020-06-27,10216.0,11126.141657813465,,
2020-06-28,10248.0,11117.197292506267,,
2020-06-29,10292.0,11113.646146981859,,
2020-06-30,10327.0,11104.348661408832,,
2020-07-01,10365.0,11113.318837085077,,
2020-07-02,10390.0,11112.97987708786,,
2020-07-03,10435.0,11123.718524190403,,
2020-07-04,10447.0,11109.942428583314,,
2020-07-05,10482.0,11134.464891963027,,
2020-07-06,10515.0,11113.789405258472,,
2020-07-07,10569.0,11114.659642124052,,
2020-07-08,10642.0,11102.526880694015,,
2020-07-09,10679.0,11086.772571289472,,
2020-07-10,10743.0,11120.84272503944,,
2020-07-11,10801.0,11097.356660191452,,
2020-07-12,10847.0,11110.588180318862,,
2020-07-13,10906.0,11125.393099657878,,
2020-07-14,10946.0,11111.752316299413,,
2020-07-15,11026.0,11132.519894402287,,
2020-07-16,11076.0,11098.321690176366,,
2020-07-17,11115.0,11121.07867136563,,
2020-07-18,11194.0,11125.967593646405,,
2020-07-19,,11249.479488837904,11187.116539305065,11311.842438370742
2020-07-20,,11312.016478701285,11209.804735411493,11414.228221991078
2020-07-21,,11371.537427942887,11230.041284494351,11513.033571391423
2020-07-22,,11431.221201144597,11251.44097150588,11611.001430783315
2020-07-23,,11496.628534885514,11279.047192605953,11714.209877165076
2020-07-24,,11558.169023685055,11296.893081446966,11819.444965923145
2020-07-25,,11620.735251692086,11311.807519957647,11929.662983426524
