,Wisconsin,forecast,interval_low,interval_high
2020-04-30,334.0,176.66810607910156,168.79571533203125,185.71192932128906
2020-05-01,460.0,171.2066650390625,168.99156188964844,172.96966552734375
2020-05-02,346.0,181.8507537841797,169.41500854492188,196.453369140625
2020-05-03,304.0,180.85581970214844,173.2212677001953,191.03282165527344
2020-05-04,272.0,253.31053161621094,243.9569854736328,267.7773132324219
2020-05-05,330.0,257.410888671875,249.44508361816406,267.09649658203125
2020-05-06,335.0,260.9765930175781,249.86846923828125,280.5108947753906
2020-05-07,314.0,273.93988037109375,262.2388610839844,284.71893310546875
2020-05-08,375.0,262.1990661621094,260.90509033203125,263.2530822753906
2020-05-09,349.0,273.1717224121094,258.65521240234375,291.95782470703125
2020-05-10,280.0,274.1578369140625,266.5040283203125,287.2197265625
2020-05-11,199.0,366.3420104980469,352.8181457519531,389.360107421875
2020-05-12,193.0,375.8658752441406,367.8080749511719,387.45379638671875
2020-05-13,291.0,381.8809814453125,364.7728271484375,411.5707702636719
2020-05-14,373.0,395.98388671875,379.43780517578125,411.56658935546875
2020-05-15,410.0,381.3084716796875,379.7869567871094,382.3839111328125
2020-05-16,502.0,393.2569580078125,380.1578674316406,413.53265380859375
2020-05-17,356.0,395.0077819824219,385.2037353515625,413.39007568359375
2020-05-18,144.0,309.4562683105469,297.2033996582031,328.8553161621094
2020-05-19,198.0,315.752685546875,306.5281677246094,327.2571716308594
2020-05-20,528.0,316.5421447753906,301.3349609375,344.8157653808594
2020-05-21,472.0,334.8533630371094,319.4444580078125,346.9373779296875
2020-05-22,511.0,317.2010803222656,315.3775939941406,319.4922180175781
2020-05-23,481.0,329.346435546875,312.3997497558594,352.85699462890625
2020-05-24,400.0,331.8824768066406,323.94378662109375,347.590576171875
2020-05-25,307.0,383.2767333984375,370.7055969238281,407.2164306640625
2020-05-26,279.0,396.798828125,387.46630859375,406.2599182128906
2020-05-27,599.0,399.3023681640625,380.54376220703125,431.2278747558594
2020-05-28,512.0,413.9446716308594,395.7124328613281,430.72430419921875
2020-05-29,733.0,396.7344970703125,393.0412292480469,402.9704284667969
2020-05-30,523.0,411.9613037109375,399.3635559082031,435.1493225097656
2020-05-31,173.0,413.5953063964844,400.7544250488281,433.5693359375
2020-06-01,140.0,476.6240234375,461.241943359375,507.0276794433594
2020-06-02,374.0,493.7093811035156,483.9665222167969,505.12884521484375
2020-06-03,483.0,500.8411865234375,477.51788330078125,540.0806884765625
2020-06-04,492.0,515.5073852539062,493.8930969238281,535.3009033203125
2020-06-05,357.0,497.3417053222656,490.475341796875,504.4469909667969
2020-06-06,322.0,511.8642272949219,499.9033508300781,533.5145874023438
2020-06-07,264.0,514.6983032226562,499.183837890625,538.6754150390625
2020-06-08,203.0,479.2177734375,459.13861083984375,512.6634521484375
2020-06-09,270.0,495.1198425292969,480.529541015625,511.10064697265625
2020-06-10,285.0,488.56787109375,460.96307373046875,541.9140625
2020-06-11,333.0,521.4134521484375,494.19744873046875,537.5350952148438
2020-06-12,320.0,486.5616760253906,479.3796081542969,491.6931457519531
2020-06-13,272.0,501.8890380859375,478.90643310546875,537.895751953125
2020-06-14,240.0,509.821533203125,493.4465026855469,534.6879272460938
2020-06-15,174.0,344.16455078125,329.3768615722656,367.30072021484375
2020-06-16,266.0,352.2254333496094,341.2164306640625,365.80157470703125
2020-06-17,258.0,349.6351013183594,330.7383728027344,385.3721618652344
2020-06-18,420.0,373.3001708984375,354.4391174316406,386.3271789550781
2020-06-19,278.0,350.1507873535156,346.203125,353.60223388671875
2020-06-20,385.0,363.1209411621094,343.0560302734375,391.6269226074219
2020-06-21,280.0,367.153076171875,357.5110168457031,385.31884765625
2020-06-22,249.0,281.2940368652344,270.9346923828125,298.3868103027344
2020-06-23,263.0,287.627197265625,278.8330078125,297.9712219238281
2020-06-24,432.0,289.6048889160156,275.9656677246094,313.30859375
2020-06-25,464.0,304.30224609375,290.3857116699219,316.69879150390625
2020-06-26,520.0,290.1976318359375,289.0220642089844,290.81341552734375
2020-06-27,539.0,302.3003845214844,287.2413635253906,323.7274169921875
2020-06-28,457.0,303.5954895019531,295.6005554199219,318.73614501953125
2020-06-29,315.0,342.91748046875,331.7790832519531,363.7680358886719
2020-06-30,601.0,354.9056091308594,346.8465576171875,363.7020263671875
