,Utah,forecast,interval_low,interval_high
2020-04-05,173.0,156.8624725341797,129.8431396484375,173.09002685546875
2020-04-06,77.0,77.027099609375,76.94719696044922,77.23469543457031
2020-04-07,61.0,58.06909942626953,46.3958854675293,61.08846664428711
2020-04-08,109.0,90.00428771972656,14.251205444335938,109.02435302734375
2020-04-09,8.0,31.103933334350586,8.097015380859375,122.82025909423828
2020-04-10,247.0,219.38037109375,109.78837585449219,246.84994506835938
2020-04-11,104.0,107.333251953125,103.99217224121094,120.56436157226562
2020-04-12,96.0,102.14168548583984,96.01343536376953,120.42767333984375
2020-04-13,60.0,60.067832946777344,60.026329040527344,60.15580368041992
2020-04-14,54.0,56.726829528808594,53.75276565551758,67.86651611328125
2020-04-15,131.0,131.88424682617188,130.92808532714844,135.47296142578125
2020-04-16,135.0,133.493408203125,127.75648498535156,134.99380493164062
2020-04-17,110.0,127.07503509521484,110.15059661865234,133.92799377441406
2020-04-18,124.0,128.9855194091797,124.00332641601562,148.5449676513672
2020-04-19,152.0,143.10800170898438,122.76819610595703,151.97174072265625
2020-04-20,144.0,143.91079711914062,143.85728454589844,143.9810028076172
2020-04-21,84.0,84.1316146850586,84.0683364868164,84.2260513305664
2020-04-22,148.0,149.85765075683594,147.86398315429688,157.51039123535156
2020-04-23,167.0,166.99168395996094,166.82484436035156,167.10585021972656
2020-04-24,170.0,170.8367156982422,169.8683624267578,174.41635131835938
2020-04-25,166.0,166.10203552246094,166.03175354003906,166.34986877441406
2020-04-26,175.0,168.89161682128906,151.45289611816406,174.9927520751953
2020-04-27,113.0,116.6978988647461,112.60218048095703,131.84124755859375
2020-04-28,109.0,110.7606201171875,105.50234985351562,121.25765228271484
2020-04-29,152.0,146.2372589111328,123.1557388305664,152.03781127929688
2020-04-30,175.0,160.17344665527344,122.11713409423828,174.99375915527344
2020-05-01,156.0,161.5499267578125,132.59397888183594,208.66128540039062
2020-05-02,157.0,168.00047302246094,157.00648498535156,211.64601135253906
2020-05-03,190.0,189.9453887939453,189.87278747558594,189.99075317382812
2020-05-04,142.0,141.96701049804688,141.8870086669922,142.0391387939453
2020-05-05,132.0,122.01883697509766,98.05210876464844,132.0672607421875
2020-05-06,146.0,143.24661254882812,132.15428161621094,146.12152099609375
2020-05-07,129.0,132.18821716308594,129.05201721191406,144.4111785888672
2020-05-08,195.0,192.5580291748047,182.96798706054688,194.98568725585938
2020-05-09,184.0,175.70553588867188,142.62692260742188,184.00619506835938
2020-05-10,148.0,170.50888061523438,148.0208282470703,210.8556365966797
2020-05-11,111.0,106.81375885009766,90.07353210449219,111.03822326660156
2020-05-12,70.0,97.948974609375,70.01016998291016,149.3178253173828
2020-05-13,188.0,187.81640625,187.64913940429688,187.91152954101562
2020-05-14,129.0,136.0853729248047,129.1164093017578,163.78939819335938
2020-05-15,164.0,160.97161865234375,149.25108337402344,164.00775146484375
2020-05-16,155.0,155.1093292236328,154.9828338623047,155.2121124267578
2020-05-17,170.0,165.71896362304688,148.64813232421875,170.02816772460938
2020-05-18,146.0,143.370849609375,132.89260864257812,146.01414489746094
2020-05-19,134.0,134.03762817382812,133.947265625,134.14601135253906
2020-05-20,192.0,180.25198364257812,157.21371459960938,192.02024841308594
2020-05-21,164.0,163.979248046875,163.90426635742188,164.0771942138672
2020-05-22,183.0,189.73423767089844,183.09886169433594,198.9826202392578
2020-05-23,203.0,202.9010009765625,202.80747985839844,202.99481201171875
2020-05-24,132.0,141.7117462158203,132.02737426757812,180.16021728515625
2020-05-25,129.0,125.06425476074219,109.28634643554688,129.03546142578125
2020-05-26,99.0,98.92485046386719,98.81780242919922,98.99797821044922
