,North Carolina,forecast,interval_low,interval_high
2020-07-11,83906.0,77360.6875,77147.3828125,77556.671875
2020-07-12,85771.0,77984.4921875,77601.78125,78213.875
2020-07-13,87669.0,79690.0859375,79373.171875,79896.953125
2020-07-14,90000.0,81521.5078125,81417.2265625,81717.0859375
2020-07-15,91837.0,83345.9296875,83152.90625,83689.7421875
2020-07-16,93708.0,85150.3671875,84930.21875,85430.984375
2020-07-17,95570.0,87098.203125,86901.796875,87462.3984375
2020-07-18,98092.0,89057.90625,88892.6796875,89237.1796875
2020-07-19,,89285.3125,89180.453125,89493.015625
2020-07-20,,91073.5,90288.15625,91640.7890625
2020-07-21,,93156.7109375,92658.6640625,93500.453125
2020-07-22,,95189.71875,94536.078125,95578.2734375
2020-07-23,,96705.6796875,96079.40625,97067.6640625
2020-07-24,,98979.3984375,98261.546875,99339.1875
2020-07-25,,101130.1484375,100578.46875,101563.546875
