,Mississippi,forecast,interval_low,interval_high
2020-05-17,173.0,212.95590209960938,172.98712158203125,272.1184997558594
2020-05-18,136.0,136.17807006835938,136.0753936767578,136.29356384277344
2020-05-19,272.0,266.17889404296875,243.54855346679688,272.01727294921875
2020-05-20,263.0,260.8106384277344,251.884765625,263.24462890625
2020-05-21,255.0,265.022216796875,255.08799743652344,304.21563720703125
2020-05-22,403.0,386.30816650390625,356.4505920410156,403.1092529296875
2020-05-23,380.0,372.85174560546875,345.1044921875,380.1749267578125
2020-05-24,255.0,257.2041931152344,255.00323486328125,265.3812561035156
2020-05-25,198.0,197.96176147460938,197.6905517578125,198.1159210205078
2020-05-26,273.0,281.182861328125,273.02337646484375,313.048095703125
2020-05-27,313.0,312.8121337890625,312.6607666015625,312.9908142089844
2020-05-28,328.0,328.0894470214844,327.7716979980469,328.2842102050781
2020-05-29,421.0,421.73681640625,421.1551818847656,423.79754638671875
2020-05-30,436.0,435.7113342285156,435.6061096191406,435.8037414550781
2020-05-31,294.0,294.0754699707031,294.0118103027344,294.1043395996094
2020-06-01,229.0,246.28329467773438,229.0562744140625,315.001708984375
2020-06-02,289.0,283.9895935058594,271.3132019042969,289.0205383300781
2020-06-03,281.0,280.89886474609375,280.7752990722656,281.0592346191406
2020-06-04,238.0,238.083740234375,237.93374633789062,238.1815185546875
2020-06-05,209.0,284.2483825683594,209.2532958984375,370.3612976074219
2020-06-06,270.0,278.9731750488281,269.8625183105469,314.8806457519531
2020-06-07,231.0,230.53317260742188,228.81051635742188,231.0216827392578
2020-06-08,498.0,497.78887939453125,497.5634765625,497.9655456542969
2020-06-09,355.0,355.09014892578125,354.95294189453125,355.46026611328125
2020-06-10,360.0,287.4541015625,-3.037233591079712,360.36212158203125
2020-06-11,0.0,306.970947265625,0.20741820335388184,556.895751953125
2020-06-12,608.0,607.7213745117188,607.636474609375,607.8259887695312
2020-06-13,257.0,323.5489196777344,256.97686767578125,589.43603515625
2020-06-14,168.0,212.43728637695312,167.91773986816406,344.91009521484375
2020-06-15,283.0,334.34075927734375,283.0561218261719,444.50335693359375
2020-06-16,353.0,334.41473388671875,260.22637939453125,353.1257629394531
2020-06-17,489.0,377.817138671875,-66.0108642578125,488.89154052734375
2020-06-18,0.0,-4.846640586853027,-24.618844985961914,0.24167615175247192
2020-06-19,0.0,7.03319787979126,0.08529925346374512,25.205209732055664
2020-06-20,0.0,2.4685747623443604,-0.006455898284912109,12.279949188232422
2020-06-21,0.0,312.76080322265625,-0.1080673336982727,1563.9007568359375
2020-06-22,1688.0,1362.1585693359375,59.536354064941406,1687.9005126953125
2020-06-23,569.0,593.5250854492188,529.9888305664062,788.5894775390625
2020-06-24,526.0,526.1814575195312,526.0703735351562,526.2841186523438
2020-06-25,1092.0,1091.7913818359375,1091.6053466796875,1091.912109375
2020-06-26,550.0,555.0804443359375,508.9597473144531,616.467529296875
2020-06-27,465.0,484.66107177734375,465.0820617675781,562.7442626953125
2020-06-28,361.0,337.0850524902344,105.19027709960938,506.6200256347656
2020-06-29,675.0,674.98291015625,674.9354248046875,675.0736083984375
2020-06-30,680.0,681.0086059570312,679.962646484375,684.915771484375
2020-07-01,653.0,653.0370483398438,652.9766235351562,653.0830078125
2020-07-02,870.0,866.6848754882812,853.8892211914062,869.9510498046875
2020-07-03,914.0,917.3873291015625,860.6102905273438,983.8665161132812
2020-07-04,990.0,846.0797119140625,271.0296936035156,989.907470703125
2020-07-05,226.0,226.05880737304688,225.97059631347656,226.14772033691406
2020-07-06,357.0,429.85943603515625,357.0059814453125,720.9636840820312
2020-07-07,957.0,872.1593017578125,532.91845703125,957.0442504882812
2020-07-08,674.0,691.6233520507812,651.6805419921875,784.6773681640625
2020-07-09,703.0,703.1824951171875,703.091552734375,703.2254028320312
2020-07-10,1031.0,983.5146484375,794.1544799804688,1030.9735107421875
2020-07-11,797.0,868.0994873046875,797.048095703125,1031.307861328125
2020-07-12,868.0,661.1448974609375,197.82138061523438,868.060546875
2020-07-13,393.0,521.9739990234375,392.97406005859375,749.5772705078125
2020-07-14,862.0,874.8642578125,779.563232421875,1008.8092041015625
2020-07-15,1025.0,995.9300537109375,879.806640625,1025.0716552734375
2020-07-16,1230.0,1183.465087890625,997.3926391601562,1230.1474609375
2020-07-17,1032.0,1031.9903564453125,1031.8997802734375,1032.1082763671875
2020-07-18,1017.0,1025.5621337890625,1016.868408203125,1039.749755859375
2020-07-19,,725.4129028320312,395.68280029296875,970.6259765625
2020-07-20,,881.8274536132812,551.57470703125,1068.427001953125
2020-07-21,,1052.077880859375,935.9974365234375,1142.539794921875
2020-07-22,,1065.026611328125,911.9085083007812,1159.06005859375
2020-07-23,,1034.461669921875,949.8562622070312,1159.072021484375
2020-07-24,,943.2037353515625,833.9801025390625,1033.754150390625
2020-07-25,,939.736328125,824.0100708007812,1039.87255859375
