,Rhode Island,forecast,interval_low,interval_high
2020-05-01,13.0,14.833740234375,11.395989418029785,20.839746475219727
2020-05-02,17.0,18.064472198486328,17.003435134887695,22.285608291625977
2020-05-03,24.0,23.990459442138672,23.98613739013672,23.998485565185547
2020-05-04,21.0,18.504215240478516,8.537569999694824,20.998945236206055
2020-05-05,14.0,14.81676959991455,14.005621910095215,18.048629760742188
2020-05-06,15.0,15.070688247680664,14.983492851257324,15.359354019165039
2020-05-07,18.0,16.857404708862305,12.348750114440918,18.001625061035156
2020-05-08,11.0,12.454732894897461,11.01904010772705,18.155935287475586
2020-05-09,19.0,18.9785099029541,18.962032318115234,19.00120735168457
2020-05-10,4.0,4.013052463531494,4.000275135040283,4.033560752868652
2020-05-11,8.0,9.419198989868164,8.002195358276367,14.77130126953125
2020-05-12,14.0,13.9998779296875,13.985995292663574,14.006722450256348
2020-05-13,18.0,13.92144775390625,7.107382774353027,17.978736877441406
2020-05-14,6.0,6.021624565124512,6.012248992919922,6.037490367889404
2020-05-15,11.0,10.858506202697754,10.30611801147461,11.004878044128418
2020-05-16,10.0,9.893884658813477,9.469854354858398,10.006890296936035
2020-05-17,10.0,9.999464988708496,9.988593101501465,10.006457328796387
2020-05-18,7.0,11.106847763061523,6.998557090759277,18.273454666137695
2020-05-19,26.0,25.983692169189453,25.97490119934082,25.99272346496582
2020-05-20,6.0,8.741033554077148,6.006091594696045,19.63742446899414
2020-05-21,18.0,18.627307891845703,17.042680740356445,22.50174331665039
2020-05-22,23.0,22.980485916137695,22.96466636657715,22.99091148376465
2020-05-23,18.0,17.788497924804688,14.120719909667969,20.816919326782227
2020-05-24,11.0,11.820235252380371,10.875011444091797,15.214351654052734
2020-05-25,0.0,4.537115573883057,0.00553286075592041,22.63645362854004
2020-05-26,26.0,22.671550750732422,9.377880096435547,26.010129928588867
2020-05-27,21.0,19.635677337646484,14.170412063598633,21.033824920654297
2020-05-28,22.0,20.135509490966797,16.316001892089844,21.98963165283203
2020-05-29,16.0,16.017101287841797,16.00874137878418,16.021102905273438
2020-05-30,18.0,15.159034729003906,9.716760635375977,17.995622634887695
2020-05-31,7.0,8.246984481811523,6.994933128356934,13.233763694763184
2020-06-01,2.0,6.2659382820129395,1.9991638660430908,15.08655834197998
2020-06-02,12.0,11.99720287322998,11.99476146697998,12.0000638961792
2020-06-03,10.0,11.825611114501953,10.007667541503906,14.6095609664917
2020-06-04,14.0,14.545675277709961,13.998191833496094,16.706787109375
2020-06-05,16.0,15.987495422363281,15.975074768066406,15.995141983032227
2020-06-06,0.0,2.2589900493621826,0.005183309316635132,11.23979377746582
2020-06-07,0.0,-0.003341293428093195,-0.009845435619354248,-0.0011046528816223145
2020-06-08,27.0,26.986520767211914,26.975317001342773,26.994150161743164
2020-06-09,9.0,10.641478538513184,9.008092880249023,17.132038116455078
2020-06-10,4.0,6.822432041168213,3.9980478286743164,11.874342918395996
2020-06-11,11.0,10.983339309692383,10.973223686218262,10.990488052368164
2020-06-12,10.0,9.530046463012695,7.6606831550598145,10.00190258026123
2020-06-13,0.0,0.01344907283782959,0.003069460391998291,0.02094164490699768
2020-06-14,0.0,0.02253473363816738,-0.005528628826141357,0.11158114671707153
2020-06-15,18.0,17.165119171142578,13.83520221710205,18.00303077697754
2020-06-16,14.0,12.45557689666748,8.20162582397461,14.005395889282227
2020-06-17,11.0,10.042757034301758,8.158941268920898,10.994694709777832
2020-06-18,9.0,9.004409790039062,8.997824668884277,9.015542984008789
2020-06-19,9.0,8.734675407409668,7.611570358276367,9.032049179077148
2020-06-20,0.0,0.6950730085372925,-0.026965975761413574,3.458207368850708
2020-06-21,0.0,0.965197741985321,-0.0055599212646484375,3.5145888328552246
2020-06-22,9.0,8.999359130859375,8.995343208312988,9.005016326904297
2020-06-23,3.0,4.358424186706543,2.9985220432281494,9.753894805908203
2020-06-24,6.0,6.312891960144043,5.9937744140625,7.563183307647705
2020-06-25,8.0,7.719202518463135,6.638932228088379,8.000080108642578
2020-06-26,7.0,6.997593879699707,6.982560157775879,7.011713981628418
2020-06-27,0.0,0.007898187264800072,-0.008178770542144775,0.025669127702713013
2020-06-28,0.0,-0.0014723241329193115,-0.005422055721282959,0.0013207495212554932
2020-06-29,19.0,9.212991714477539,0.8904069066047668,18.998886108398438
2020-06-30,4.0,6.190364837646484,3.9994659423828125,14.946181297302246
2020-07-01,6.0,5.303402900695801,2.5338919162750244,5.99934720993042
2020-07-02,3.0,2.937434673309326,2.214156150817871,3.473651170730591
2020-07-03,1.0,1.0045009851455688,0.9996283054351807,1.0107829570770264
2020-07-04,0.0,-0.21083995699882507,-1.0387160778045654,0.0011073648929595947
2020-07-05,0.0,0.09695396572351456,-0.2215888500213623,0.8974931240081787
2020-07-06,0.0,3.685535430908203,0.0010829567909240723,11.869368553161621
2020-07-07,9.0,6.2556986808776855,0.4639156460762024,8.997679710388184
2020-07-08,2.0,2.605093479156494,2.005889415740967,4.412668228149414
2020-07-09,3.0,2.7900242805480957,1.939241886138916,3.008777141571045
2020-07-10,2.0,2.1753382682800293,1.9846433401107788,2.9062929153442383
2020-07-11,0.0,-0.028453117236495018,-0.1585787534713745,0.013621985912322998
2020-07-12,0.0,-0.09382010996341705,-0.4529028534889221,0.0007954239845275879
2020-07-13,8.0,8.384668350219727,8.00005054473877,9.914569854736328
2020-07-14,1.0,1.0040082931518555,0.9999452233314514,1.011012077331543
2020-07-15,2.0,1.9925537109375,1.9871655702590942,1.9956110715866089
2020-07-16,1.0,1.0055830478668213,1.00154447555542,1.0089964866638184
2020-07-17,2.0,1.8492393493652344,1.2572593688964844,1.9994717836380005
2020-07-18,0.0,0.03729282692074776,-0.1766461730003357,0.36585694551467896
2020-07-19,,0.035935334861278534,-0.35658490657806396,0.30371347069740295
2020-07-20,,2.7781920433044434,-2.697770118713379,7.166865825653076
2020-07-21,,1.3023782968521118,0.16008728742599487,2.8105263710021973
2020-07-22,,2.0764195919036865,1.6981643438339233,2.7510905265808105
2020-07-23,,1.5467194318771362,1.0054048299789429,2.2126150131225586
2020-07-24,,2.2907330989837646,1.9735456705093384,2.5272715091705322
2020-07-25,,0.42355555295944214,0.103600412607193,0.8017956018447876
