,Georgia,forecast,interval_low,interval_high
2020-06-02,305.0,762.1293334960938,731.7484130859375,803.8236083984375
2020-06-03,687.0,766.9345703125,737.3516235351562,807.5413208007812
2020-06-04,965.0,775.857666015625,730.1934204101562,858.8285522460938
2020-06-05,762.0,798.0439453125,736.2628784179688,877.3373413085938
2020-06-06,738.0,823.4797973632812,757.4793090820312,912.029052734375
2020-06-07,539.0,697.90087890625,665.0105590820312,725.3431396484375
2020-06-08,599.0,687.9070434570312,673.4325561523438,710.5165405273438
2020-06-09,752.0,671.3438110351562,644.4124755859375,711.4227294921875
2020-06-10,731.0,713.10009765625,707.1456909179688,720.810302734375
2020-06-11,993.0,744.1310424804688,713.656982421875,773.103271484375
2020-06-12,810.0,760.5274047851562,737.7401123046875,786.6065673828125
2020-06-13,1021.0,786.1831665039062,759.22314453125,819.3798217773438
2020-06-14,877.0,832.555419921875,804.9514770507812,858.1027221679688
2020-06-15,733.0,798.2742309570312,783.2120361328125,823.2898559570312
2020-06-16,664.0,789.9762573242188,759.3680419921875,833.2542114257812
2020-06-17,952.0,791.1880493164062,760.6902465820312,831.8662109375
2020-06-18,882.0,830.2348022460938,786.5379028320312,897.0081176757812
2020-06-19,1097.0,856.7946166992188,817.482421875,912.0924072265625
2020-06-20,1800.0,886.231689453125,841.417724609375,952.7227172851562
2020-06-21,892.0,1002.3873901367188,974.834716796875,1024.4986572265625
2020-06-22,1227.0,967.5750122070312,957.3262939453125,988.0167236328125
2020-06-23,1882.0,964.4996948242188,932.6091918945312,1000.4246826171875
2020-06-24,1571.0,981.7162475585938,969.04833984375,1005.8301391601562
2020-06-25,1714.0,1011.7514038085938,966.6381225585938,1081.286865234375
2020-06-26,1900.0,1039.6629638671875,994.5420532226562,1098.287109375
2020-06-27,1990.0,1070.678955078125,1023.4793090820312,1143.4163818359375
2020-06-28,2225.0,1517.3179931640625,1488.4805908203125,1535.937744140625
2020-06-29,2207.0,1503.29345703125,1466.7049560546875,1524.064208984375
2020-06-30,1874.0,1490.845703125,1463.8602294921875,1533.922607421875
2020-07-01,2951.0,1605.3525390625,1542.3798828125,1671.95947265625
2020-07-02,3467.0,1763.0484619140625,1715.5848388671875,1836.6282958984375
2020-07-03,2784.0,1797.7154541015625,1717.3597412109375,1863.3948974609375
2020-07-04,2826.0,1863.71337890625,1800.931640625,1943.7027587890625
2020-07-05,2197.0,2452.726806640625,2428.44775390625,2479.12255859375
2020-07-06,1548.0,2389.112060546875,2321.965576171875,2430.187255859375
2020-07-07,3406.0,2469.3095703125,2430.886474609375,2495.52197265625
2020-07-08,3420.0,2527.662109375,2493.168212890625,2568.391845703125
2020-07-09,2837.0,2754.604736328125,2706.897705078125,2802.835693359375
2020-07-10,4490.0,2825.345703125,2749.130859375,2899.303955078125
2020-07-11,3184.0,2933.381591796875,2881.5732421875,3026.758056640625
2020-07-12,2534.0,3295.8984375,3261.920166015625,3319.45458984375
2020-07-13,3637.0,3157.229736328125,3114.27294921875,3181.285888671875
2020-07-14,3391.0,3328.861328125,3289.4365234375,3384.926025390625
2020-07-15,3875.0,3126.5107421875,2984.505615234375,3310.5068359375
2020-07-16,3449.0,3387.695068359375,3200.7353515625,3577.740234375
2020-07-17,3905.0,3544.831298828125,3406.534423828125,3652.97607421875
2020-07-18,4688.0,3686.705322265625,3477.715087890625,3799.456298828125
2020-07-19,,3843.784423828125,3703.46484375,3926.128662109375
2020-07-20,,3859.84375,3741.007080078125,3966.445068359375
2020-07-21,,4067.057373046875,4034.62109375,4100.22509765625
2020-07-22,,4070.5546875,4012.4140625,4142.39306640625
2020-07-23,,4238.75244140625,4058.491943359375,4444.076171875
2020-07-24,,4331.53759765625,4221.5498046875,4435.63427734375
2020-07-25,,4572.0537109375,4369.68603515625,4698.11083984375
