,New Jersey,forecast,interval_low,interval_high
2020-07-09,231.0,439.07287161690846,325.9031677246094,509.0144348144531
2020-07-10,358.0,426.4446062360491,301.7928771972656,525.8603515625
2020-07-11,331.0,405.45979963030135,294.0126953125,531.1326293945312
2020-07-12,339.0,386.7098606654576,305.67144775390625,544.111083984375
2020-07-13,224.0,372.3296552385603,304.326416015625,477.1188659667969
2020-07-14,393.0,374.33387974330356,334.6017761230469,455.7936096191406
2020-07-15,363.0,383.38675362723217,366.7784423828125,407.5575866699219
2020-07-16,223.0,402.0520935058594,382.5013732910156,421.9188232421875
2020-07-17,50.0,418.20413643973217,380.49920654296875,466.287353515625
2020-07-18,263.0,423.0282679966518,340.94903564453125,467.9436950683594
2020-07-19,-31.0,418.60803658621654,306.2641906738281,487.4904479980469
2020-07-20,180.0,395.88972909109935,250.9661102294922,488.9556579589844
2020-07-21,293.0,362.27415466308594,201.3214874267578,505.214111328125
2020-07-22,389.0,347.11243438720703,181.6692657470703,500.94976806640625
2020-07-23,242.0,331.76715393066405,212.0921173095703,471.0349426269531
2020-07-24,458.0,307.3294677734375,187.36138916015625,413.61334228515625
2020-07-25,513.0,302.091303507487,216.5797576904297,386.0840148925781
2020-07-26,505.0,286.8661804199219,256.13311767578125,317.5992431640625
2020-07-27,449.0,276.86102294921875,276.86102294921875,276.86102294921875
2020-07-28,,518.20263671875,518.20263671875,518.20263671875
2020-07-29,,540.862060546875,540.862060546875,540.862060546875
2020-07-30,,573.2362670898438,573.2362670898438,573.2362670898438
2020-07-31,,583.0902709960938,583.0902709960938,583.0902709960938
2020-08-01,,632.3660888671875,632.3660888671875,632.3660888671875
2020-08-02,,623.555908203125,623.555908203125,623.555908203125
2020-08-03,,633.464111328125,633.464111328125,633.464111328125
