,Iowa,forecast,interval_low,interval_high
2020-03-30,424.0,37910.836097797415,,
2020-03-31,497.0,37867.92407872541,,
2020-04-01,547.0,37890.8284381938,,
2020-04-02,614.0,37922.35871620047,,
2020-04-03,699.0,37918.98646371643,,
2020-04-04,787.0,37898.73296930955,,
2020-04-05,869.0,37898.949872066914,,
2020-04-06,946.0,37909.438763426566,,
2020-04-07,1046.0,37911.03329601437,,
2020-04-08,1145.0,37887.002792737156,,
2020-04-09,1270.0,37894.61183106601,,
2020-04-10,1388.0,37880.655305416825,,
2020-04-11,1510.0,37898.438880442736,,
2020-04-12,1587.0,37896.870953857404,,
2020-04-13,1710.0,37944.363330523556,,
2020-04-14,1899.0,37898.898267235585,,
2020-04-15,1995.0,37844.64419437097,,
2020-04-16,2141.0,37940.88678151869,,
2020-04-17,2332.0,37899.52707412323,,
2020-04-18,2513.0,37853.72761223201,,
2020-04-19,2902.0,37859.902225281694,,
2020-04-20,3159.0,37696.99427276023,,
2020-04-21,3641.0,37854.74096414584,,
2020-04-22,3748.0,37662.51358112776,,
2020-04-23,3924.0,38073.07910902729,,
2020-04-24,4445.0,37995.680262286965,,
2020-04-25,5092.0,37723.397524426335,,
2020-04-26,5476.0,37609.98872626629,,
2020-04-27,5868.0,37939.77497260254,,
2020-04-28,6376.0,37918.90985009514,,
2020-04-29,6843.0,37756.03536423407,,
2020-04-30,7145.0,37825.08229134541,,
2020-05-01,7884.0,38103.8362636291,,
2020-05-02,8643.0,37730.086037748486,,
2020-05-03,9175.0,37700.1504274958,,
2020-05-04,9703.0,37897.43651481375,,
2020-05-05,10111.0,37918.776656542126,,
2020-05-06,10404.0,37987.741788493324,,
2020-05-07,11059.0,38129.45302670941,,
2020-05-08,11457.0,37866.11177213443,,
2020-05-09,11671.0,38117.02618846738,,
2020-05-10,11959.0,38210.75657860587,,
2020-05-11,12373.0,38035.15877890341,,
2020-05-12,12912.0,37770.50673751333,,
2020-05-13,13289.0,37681.124632788065,,
2020-05-14,13675.0,37919.64290433912,,
2020-05-15,14049.0,37928.78643179937,,
2020-05-16,14328.0,37931.16218722483,,
2020-05-17,14651.0,38009.11452134063,,
2020-05-18,14955.0,38000.58176128803,,
2020-05-19,15296.0,38013.316658792144,,
2020-05-20,15620.0,37938.98563472175,,
2020-05-21,16170.0,37922.80358618124,,
2020-05-22,16492.0,37667.55568679421,,
2020-05-23,16898.0,37896.69720216498,,
2020-05-24,17251.0,37835.69177717547,,
2020-05-25,17557.0,37942.977105990496,,
2020-05-26,17703.0,37989.76927335116,,
2020-05-27,18369.0,38189.14716272811,,
2020-05-28,18586.0,37658.339514212355,,
2020-05-29,18957.0,38067.70287766556,,
2020-05-30,19244.0,37864.4347014624,,
2020-05-31,19552.0,37954.54579457654,,
2020-06-01,19699.0,37848.76362955699,,
2020-06-02,20019.0,38101.32888386946,,
2020-06-03,20300.0,37939.55625674429,,
2020-06-04,20806.0,37976.084668626536,,
2020-06-05,21154.0,37715.16028967392,,
2020-06-06,21478.0,37865.039128709665,,
2020-06-07,21712.0,37845.92923564807,,
2020-06-08,22007.0,37963.074482990494,,
2020-06-09,22237.0,37920.48378932507,,
2020-06-10,22626.0,38056.53863510004,,
2020-06-11,22973.0,37916.835488607256,,
2020-06-12,23350.0,37933.21587591335,,
2020-06-13,23717.0,37828.97519911624,,
2020-06-14,23926.0,37813.322250733894,,
2020-06-15,24082.0,37951.680048938215,,
2020-06-16,24179.0,38047.95101036958,,
2020-06-17,24460.0,38139.8273747436,,
2020-06-18,24861.0,37959.85707923983,,
2020-06-19,25274.0,37829.52715720305,,
2020-06-20,25496.0,37761.90896685332,,
2020-06-21,25963.0,37899.74534032729,,
2020-06-22,26146.0,37632.699230249564,,
2020-06-23,26469.0,37962.91191723605,,
2020-06-24,26601.0,37919.0434681419,,
2020-06-25,27373.0,38207.838553790374,,
2020-06-26,27717.0,37547.04357292102,,
2020-06-27,28073.0,37972.87683887254,,
2020-06-28,28520.0,37872.22698158319,,
2020-06-29,28845.0,37800.85732368974,,
2020-06-30,29074.0,37857.28822448468,,
2020-07-01,29514.0,38085.914058696326,,
2020-07-02,30259.0,37952.74567440084,,
2020-07-03,30463.0,37648.81557434004,,
2020-07-04,31061.0,38142.24110684439,,
2020-07-05,31517.0,37711.112674182616,,
2020-07-06,31758.0,37816.85522900941,,
2020-07-07,32153.0,38002.33132681774,,
2020-07-08,32624.0,38010.869743810545,,
2020-07-09,33254.0,37930.482961578375,,
2020-07-10,34172.0,37777.47040442431,,
2020-07-11,34658.0,37513.84758716746,,
2020-07-12,35410.0,37891.800241380966,,
2020-07-13,35631.0,37632.5918455411,,
2020-07-14,35866.0,38212.87142827503,,
2020-07-15,36536.0,38229.69350507193,,
2020-07-16,37350.0,37943.50097635543,,
2020-07-17,37903.0,37753.686539295384,,
2020-07-18,38313.0,37978.458344190105,,
2020-07-19,,38806.415712664464,38586.591943133564,39026.239482195364
2020-07-20,,39159.31007776404,38837.37884340449,39481.241312123595
2020-07-21,,39532.23432619646,39117.35782296519,39947.11082942774
2020-07-22,,40070.8253622177,39561.194753833464,40580.455970601935
2020-07-23,,40723.63314402723,40105.79315662402,41341.473131430444
2020-07-24,,41335.15241116661,40607.60011966178,42062.704702671435
2020-07-25,,41863.28370067094,40999.310640833406,42727.25676050847
