,Massachusetts,forecast,interval_low,interval_high
2020-05-04,86.0,86.03996276855469,86.01594543457031,86.0777587890625
2020-05-05,122.0,134.20626831054688,121.98434448242188,182.9944610595703
2020-05-06,208.0,195.18138122558594,144.2463836669922,207.9489288330078
2020-05-07,132.0,132.10629272460938,132.0841522216797,132.1678009033203
2020-05-08,150.0,149.89694213867188,149.75784301757812,149.9729766845703
2020-05-09,138.0,138.0749969482422,138.00035095214844,138.2278594970703
2020-05-10,139.0,138.9971160888672,138.97036743164062,139.02073669433594
2020-05-11,129.0,128.92752075195312,128.87982177734375,128.96754455566406
2020-05-12,33.0,56.17249298095703,33.074249267578125,148.44308471679688
2020-05-13,174.0,174.00953674316406,173.9883575439453,174.05027770996094
2020-05-14,167.0,166.89260864257812,166.8373565673828,166.92831420898438
2020-05-15,110.0,120.38789367675781,110.09464263916016,161.4613037109375
2020-05-16,113.0,107.90400695800781,88.0395278930664,112.9134750366211
2020-05-17,92.0,93.63288116455078,92.05175018310547,99.85871124267578
2020-05-18,65.0,64.99714660644531,64.9646987915039,65.0291976928711
2020-05-19,76.0,72.95379638671875,60.789161682128906,76.05252075195312
2020-05-20,128.0,110.80126953125,83.20396423339844,128.01321411132812
2020-05-21,82.0,82.23377990722656,81.99212646484375,83.05442810058594
2020-05-22,80.0,80.06402587890625,80.01698303222656,80.10541534423828
2020-05-23,76.0,75.91227722167969,75.90028381347656,75.9475326538086
2020-05-24,68.0,69.66767120361328,67.99846649169922,76.26434326171875
2020-05-25,44.0,44.004058837890625,43.9635124206543,44.02971649169922
2020-05-26,57.0,55.216026306152344,47.59451675415039,57.532432556152344
2020-05-27,74.0,80.62811279296875,74.01354217529297,94.21344757080078
2020-05-28,93.0,86.01707458496094,58.48405075073242,92.93009948730469
2020-05-29,78.0,77.72296142578125,64.189208984375,90.38265991210938
2020-05-30,50.0,50.042266845703125,50.0186653137207,50.05752944946289
2020-05-31,78.0,72.15927124023438,48.8987922668457,77.98746490478516
2020-06-01,189.0,160.42044067382812,46.27790832519531,188.98724365234375
2020-06-02,50.0,54.03815841674805,50.02322769165039,58.88846206665039
2020-06-03,67.0,67.01187896728516,66.96085357666016,67.1025161743164
2020-06-04,49.0,45.77888107299805,36.27508544921875,56.00537872314453
2020-06-05,34.0,39.933876037597656,33.98954772949219,50.029911041259766
2020-06-06,54.0,45.13684844970703,26.372243881225586,53.98628616333008
2020-06-07,27.0,30.670032501220703,26.994049072265625,44.64964294433594
2020-06-08,37.0,37.065242767333984,37.03805160522461,37.11679458618164
2020-06-09,55.0,54.9155158996582,54.87739944458008,54.94978713989258
2020-06-10,46.0,50.57575225830078,45.987693786621094,67.12137603759766
2020-06-11,38.0,40.784908294677734,38.00699996948242,51.62989807128906
2020-06-12,46.0,45.933067321777344,45.888641357421875,45.98005294799805
2020-06-13,38.0,38.1545524597168,38.018245697021484,38.47905349731445
2020-06-14,48.0,43.55482864379883,25.914348602294922,47.98316192626953
2020-06-15,23.0,22.195722579956055,19.068796157836914,23.004709243774414
2020-06-16,18.0,18.05158042907715,18.011154174804688,18.084829330444336
2020-06-17,69.0,68.89777374267578,68.84241485595703,68.96927642822266
2020-06-18,36.0,34.56393814086914,28.859264373779297,36.01118087768555
2020-06-19,30.0,32.39392852783203,30.02007484436035,39.76312255859375
2020-06-20,28.0,28.021408081054688,27.921951293945312,28.101133346557617
